start	end	text
3367100	3368460	ela vai demorar para chegar no mil.
3368460	3369980	Então essa clau de luz aqui
3369980	3370900	vai rodar
3370900	3372460	até ela chegar no mil.
3372780	3373980	No começo aqui com zero,
3373980	3375580	então de cara ela já vai entrar.
3376620	3378340	A dívida acumulada vai ser
3378340	3379300	igual ela mesmo,
3379300	3381340	então ela vai ser aqui no começo zero,
3381340	3382820	mas a dívida,
3382820	3384700	ela dívida a primeira dívida vai ser sem.
3384700	3386100	Então ela começa sem ela vai ser zero,
3386100	3387980	mas sem ela virou sem.
3388700	3389740	E o número de depenores
3389740	3391100	a mesma coisa que a gente faz no�zinho.
3391100	3392900	Vai incrementar nós contrais.
3393900	3394900	Sim.
3396140	3397220	A sábio mil
3397220	3398420	a gente chama
3398740	3399540	um outra
3400020	3402300	pela vinha dedicada no pai do break.
3402540	3404860	Que ela faz ela vai quebrar o nosso loop.
3405260	3406460	Então olha aqui que legal.
3406460	3407620	Como é essa no zero?
3407620	3409460	O quanto for menor do que mil?
3409820	3411700	Eu vou acumular
3411940	3413420	dentro da dívida acumulada
3413420	3414660	as dívidas que eu vou tapar
3414660	3416420	seando aqui dentro da lista
3416700	3418580	e o número de depenores eu vou
3419580	3421900	acumular crescer na minha contagem.
3422340	3423620	Quando essa aconteceu
3423620	3424620	aqui não fossem desfeita
3424620	3425900	o 6 de passado mil.
3425900	3426740	Eu vou quebrar.
3427940	3429300	Vamos ver o que acontece?
3431420	3433180	Então, 4 de vadores.
3433180	3434260	Vamos ver se a gente está certo.
3434980	3437100	O 100, o que 6 centos
3437420	3438460	o 8 centos
3438700	3439540	mil e 100.
3440340	3440940	Beleza.
3441260	3442300	Como ele vai rodar aqui?
3442300	3443580	Olha cheguei de dívida acumulada
3443580	3445340	e mil e 100 menor do que mil.
3445980	3447500	Aí ele quebra coge.
3447660	3448980	Então só para confirmar
3449620	3450580	está tudo certo.
3450580	3451900	O dívida acumulada
3451900	3455540	é o que está mil sem.
3455540	3456620	Porque a gente quebrou
3457620	3459380	nessa contação exatamente.
3462380	3464380	E agora, a gente vai fazer
3464380	3465180	como o I.
3466380	3467500	E o I, o I, o I, o I, o I,
3467500	3468380	tem um mística, a gente não tem
3468380	3469340	que fazer esse i.
3469340	3470860	E, na contação, com obrei.
3471580	3473860	Porque a gente chama aqui diretamente.
3473860	3475700	Então aqui, a gente tem
3475980	3477460	nossa lista de dívidas,
3477460	3479100	a gente tem uma divida acumulada,
3479340	3481060	a gente tem um número de dívidas
3481460	3483220	e aqui a gente tem um mística.
3483220	3485260	A gente pode chamar também de contador.
3485260	3486620	E assim, se ele vai servir,
3486900	3489420	só para a gente passear dentro do coge.
3491340	3492900	E aqui, pensei bem.
3493140	3494700	Ele vai ser de pra gente passear
3494940	3496260	e fazer referência
3496420	3497940	dentro da lista de dívidas.
3498340	3499540	Lembra da indicação.
3499540	3501460	Zer, o, o, dois, três, quatro.
3501460	3502420	Vai ser a mesma coisa.
3502420	3503700	Eu vai começar a no zero
3503700	3505340	um, dois, três, quatro.
3505620	3507100	Só que a gente está usando o ele
3507620	3509940	para pegar dentro da lista de dívidas
3510300	3511540	o valor louro da dívida.
3512020	3513820	E a gente vai ser uma a na dívida acumulada.
3514140	3515940	Enquanto a dívida acumulada
3515940	3516820	foi o melhor do que mil.
3517300	3518740	Quando ela passa do mil,
3518900	3519780	vai quebrar o pôr.
3519780	3522260	Vai ser o equivalente ao Breaker E de cima.
3525620	3526420	E é isso.
3526580	3527620	A mesma coisa.
3527780	3530420	Então, aqui, a gente está acumulada,
3530420	3531580	vai ter um mística em que eu vou
3531580	3532300	ela querer,
3532300	3533300	aquele bátilho,
3533300	3533940	primeiro, eu vou,
3533940	3535140	aquele bátilho, assim, do mil.
3535700	3537260	E aqui é uma forma de fazer
3537580	3538700	do, a mesma coisa de dois,
3538700	3539820	e aí, eles que diferentes.
3541300	3543460	Então aqui, próximo passo,
3544020	3545460	a gente tem uma lista, olha só,
3545460	3546020	a gente tá,
3546020	3547100	que avançando aqui.
3547500	3548660	Agora, a gente tem uma lista,
3549180	3550460	com várias listas,
3550820	3551980	e deve dar essas listas,
3551980	3552780	elas são imibridos.
3552780	3554420	Eu tenho uma estreme
3555180	3556460	e uma, um valor inteiro.
3556620	3557380	Um cada lista,
3557380	3559380	então, só uma, duas, três, quatro, cinco, seis,
3559380	3560780	sete, oito listas.
3561260	3561980	E eu tenho,
3562980	3564620	para cada uma delas, um valor.
3566860	3567700	Para, eu desculpa.
3567860	3569900	Basicamente, uma lógica de para cada nome,
3569900	3570540	um valor.
3570540	3571500	Então, só um oito,
3571500	3572020	pareço,
3572020	3572740	no meu valor.
3573980	3574860	E aqui, agora,
3574860	3576100	eu vou iniciar a desapa.
3576580	3578500	Também, o nome do maior da verdadeira,
3578500	3580540	porque ele quer saber quem é a pessoa que vai ver mais.
3580900	3582860	Só que o nome não possa iniciar a desapa usar.
3583140	3584420	Então, o que eu faço é iniciar isso,
3584420	3585060	o nome.
3585900	3588020	O valor do devido do maior da verdadeiro,
3588020	3588780	aí, sim,
3588980	3590980	meu posso pegar a desapa.
3591060	3592100	Porque eu quero ver
3592380	3593020	quem é um,
3593020	3594500	quem é um pessoa com mais deve,
3594500	3595660	e quanto é o mais deve.
3596380	3596940	Então, berenzo,
3596940	3599620	vamos começar aqui nossa viária, né?
3600260	3601300	Para cada dívida,
3601300	3602060	um dígico assim.
3602060	3603340	Então, primeiro passo.
3604860	3605700	Eu estou aqui,
3605700	3606580	dentro do Bruno.
3608780	3609580	Se,
3611180	3613780	o que é o dívidão, nesse caso?
3613780	3614540	É o valor.
3615460	3616460	Então, eu estou acessado
3616460	3618420	a lista do Bruno dos Írendos.
3618420	3619820	Eu estou acessando os Írendos.
3619980	3620940	Que é o índice 1,
3620940	3622140	segundo, lembre?
3622700	3624620	Então, eu estou acessando o dívidão
3624620	3625660	o dos Írendos.
3625980	3629860	Se ele for maior do que o valor
3629860	3631140	devido do maior da verdadeiro,
3631140	3632220	que é começou a usar.
3633900	3636700	Eu quero que o valor devido do maior da verdadeiro
3636700	3637540	seja o mais ele.
3637540	3638540	Então, quando eu estou fazendo,
3638540	3640580	eu estou conferindo se ele é o maior.
3640580	3641780	Se ele for maior,
3641780	3644580	eu vou substituir ele no nosso valor
3644580	3645780	devido do maior da verdadeiro.
3645780	3649540	E vou amazenar o nome do maior da verdadeiro
3651100	3652900	com a dívidas,
3652900	3654140	se o dívidão
3654380	3656100	é o dos Írendos que eu jidas é.
3656100	3656940	É o nome
3658060	3660460	e não, não associnho o dívidão.
3661180	3663740	Betalho, não vou fundir dívidas.
3664060	3666340	O dívidão, no sinular,
3667620	3668860	variável o dívidão,
3668860	3669660	que tem de estar usando
3669660	3672180	para buscar na lista de dívidas
3672180	3673180	e cada dívidão.
3673180	3674620	Ainda vai ser uma lista.
3674620	3677140	Então, ela é uma sub lista que a gente está acessando
3677420	3679180	onde, primeiro, o objeto dela.
3679420	3681060	É o nome e o segundo
3681060	3683100	é o valor de que a pessoa deve.
3683660	3685500	E aquilo que não está é se na prática.
3686460	3687740	Ele vai caminhar
3688220	3689260	por todas.
3689660	3692220	Ele vai buscar o segundo valor,
3692220	3693740	aqui pelo dívidão.
3694220	3696820	Se o dívidão
3696820	3697420	é maior,
3697420	3699420	o que eu vou, primeiro, ele vai ver pro bruno
3699900	3701420	dos Írendos amazes, é?
3701740	3705260	Então, o bruno agora é a maior da verdadeiro.
3705260	3706380	Quatro centos amazes amazes,
3706380	3707660	o que dos Írendos
3708380	3709740	é a maior amada de verdo.
3709740	3710540	O lúscas.
3710940	3712620	Os Írendos amazes, é a maior do que em quatro centos.
3712700	3713260	Não.
3713260	3715580	Então, aquele já lê que cai no rífio, já vai pra próxima.
3715580	3717260	Quinto, é maior do que 400.
3717260	3717740	É.
3718380	3719580	Aí ele vai rodo.
3719980	3723660	E pra todos os outros, que esse de ter quatro, é maior do que quentos.
3723660	3724140	É.
3724540	3725900	E aí ele vai rodo também.
3725900	3728620	Mas pra todos os outros de 20, 20, 20, 30, 40.
3728620	3730380	Eles são maiores do que quem se tem quatro.
3731020	3731500	Não.
3731500	3733580	Então, eles nem entre o nessa primeira condição.
3733740	3734940	O rodo até o final.
3734940	3736540	E o que a gente tem no final, o outro.
3738220	3739740	O primeiro tem que rodar, né?
3739740	3742700	E o que a gente tem no final.
3743420	3746700	Aqui, não valor de vida uma adevedora.
3746700	3748060	A gente tem o que é esse de ter quatro.
3748060	3749900	E no nome do lado é vedou.
3749900	3751020	A gente tem um nome dele.
3751660	3755340	E agora, isso eles tiveram mais de uma dívida.
3755340	3757500	Então, a quem já estava a ser mais ainda,
3757500	3759980	está muito terceiro, mas tem uma lista de devedores
3759980	3764460	que tem uma sublista com um nome.
3764460	3767180	E uma segunda sublista dentro dela,
3767180	3771500	desculpa com o nome e o contas de dívidas e as dívidas ali.
3771500	3776620	E essa segunda sublista são as dívidas de vida, né?
3776620	3778140	E isoladas ali.
3778140	3780780	Então, o que vai acontecer na prática?
3781260	3785500	O brunho, ele vai ter esses quatro dívidas,
3785500	3787500	o que a gente tem entre eles, o muníso, tem um armor,
3787500	3790700	o pé, tem três, o melhor é o tem três, duas.
3790700	3792380	E assim, que era um lugar real, né?
3792380	3794860	Temos que ter o mesmo padrão pra todo mundo.
3795500	3797260	E o que eu posso fazer na situação?
3798460	3800220	Mesmo coisa, o nome do vador do vador também
3800220	3803260	pode seguir sear como o ar em vez do nome,
3803260	3805660	as pessoas sem nada.
3807100	3809980	O valor do meu devido do vador.
3810860	3813740	Zer também, de uma vez, lembrando com o fércio,
3813740	3815820	para ver se tem um bem modo que ele até ali.
3816220	3818940	E vamos lá, pra dívida, um devem,
3818940	3820700	então aqui, entrei aqui.
3820700	3827820	E se a soma do dívidão, que que eu dive da um nesse caso?
3828860	3831020	A gente está nessa subilista, lembre?
3831660	3833340	Não confundiu o dívida com o bélio.
3833980	3836860	O dívida vai ser o brunho aqui e esse aqui.
3836860	3839900	Então, estou acessando essas minhas segundo a lista.
3840860	3842220	E o que eu posso fazer?
3842220	3844060	Qual que é uma propriedade nas listas?
3844060	3845020	A soma.
3846060	3849500	Então, eu posso somar essa lista, toda.
3850220	3854620	Se eu estou somando o dívida, um que num caso aqui é uma lista,
3855500	3857340	eu vou pegar a soma a todas as valores.
3857340	3860380	E aí, se eu consigo contar a qual o bélio devido o modo devido.
3862060	3862940	Então, vamos lá.
3862940	3863820	Fru gruno.
3863820	3865180	Ele vai somar tudo isso.
3865740	3866860	Vai ser o maior do que Zer.
3867740	3868860	E aí, o que ele vai fazer?
3868860	3871020	Vai substituir justamente essa soma.
3871020	3873500	Não vai lá no bélio devido o maior devido.
3874380	3877420	E também o lembre do Zer, o zero ao nome.
3878300	3880940	Ele vai aqui no nome do maior devido.
3880940	3882540	Na variável, no nome do maior devido.
3883900	3886140	Então, o que vai acontecer?
3886140	3890380	Ele vai somar todas as listas dentro das listas.
3891100	3894860	E vai ver se tem algum maior do que a que teve até aquele pão.
3897420	3898860	Então, vamos rodar para ver.
3900700	3903020	E olha que, olha, agora eu vou fazer uma coisa diferente.
3903020	3903500	Vamos botar.
3904460	3907260	E toda a interação só para ficar mais claro.
3910220	3912860	Quem é o meu devido até aqui do...
3912860	3914860	Só para ficar bem na minha sua pronta.
3916860	3919660	Vocês vão ver como ele vai variar dentro do luto.
3923180	3924300	Nossa, muito for, né?
3927900	3928700	Pera aqui.
3928700	3930220	Então, ele começou pelo gruno.
3930220	3931580	São motobes aqui.
3931580	3935180	O somodo loucas não é maior do cado brono passa.
3935180	3937180	Vem isso não é maior do cado brono passa.
3937580	3939900	Não é maior do grono passa passa passa passa.
3939900	3942540	Opa, é essa aqui, sim, maior do cado brono.
3942940	3944780	Agora eu substitui.
3947900	3953660	Então, e por fim, o valor de vídeo maior do devido vai ser soma dessa lista.
3954060	3958220	Então, a gente acessou, eu vou dar a acessar o objeto da lista e tal,
3958220	3963020	mas, nesse caso, aqui, a melhor a gente usar a função ativo do paitonção,
3963020	3964460	que ela funciona com listas.
3964460	3966460	E ela soma todas as nossas listas.
3968620	3972620	O normal devido é, o que a gente, o que é o que o mestre de limba é, é o branco,
3972620	3974300	é o ouviror que pro Eduardo.
3977980	3978780	Vamos lá.
3978780	3980940	Então, aqui, nós vamos nesse sucesso 7 agora.
3981580	3982700	Vamos avançar um pouco.
3983980	3985340	A gente tem dados.
3986140	3991420	Então, quantas vezes devemos jogar o dado até que o 3 tem essa aíduo pela segunda vez.
3992140	3996220	Então, aqui, difícil, já está ficando mais da resta.
3996220	3999900	Então, aqui, vamos ter sido, vamos olhar que a gente tem duas contas.
4000460	4005900	A gente tem uma, vai ter que fazer a contagem de quantas vezes a gente está rolando dados.
4005900	4008460	E quantas vezes está saindo o 3, né?
4008460	4010060	É basicamente, o que ele está pigindo.
4010060	4010940	Qual o total?
4011900	4016380	E, bestotar quantas vezes devemos jogar até que o 3 tem essa aíduo.
4016380	4018540	Então, são dois eventos que a gente vai ter controlado.
4018540	4021980	Então, primeiro, eu meto a contagem do 3, que a gente vai iniciar a cosar.
4022300	4024540	E, o segundo evento aqui, uma contagem geral.
4024540	4026380	Que também vai iniciar a cosar.
4028060	4031580	Para cada resultado, na lista de resultados,
4032700	4035260	a gente vai adicionar um, na nossa contagem geral.
4037740	4038940	Se o resultado,
4039900	4043260	então, se o número aqui foi igual a 3,
4043260	4046540	a gente vai adicionar um na contagem do 3.
4047980	4049260	E, olha aqui, legal.
4049260	4053020	Dentro desse iFiki, se a contagem do 3,
4053020	4055100	foi igual a 2, aí, sim, eu vou quebrar.
4056300	4058300	Então, o que que é claro, ele acontece.
4058300	4061100	E, começa aqui, vai enterando para cada resultado.
4061420	4065340	Começa um, na contagem geral, independente, qualquer coisa ele vai rodar isso aqui.
4065340	4067420	Não tem nenhuma condicionar a 1 antes, pode ver?
4068140	4072060	Agora, se o resultado foi 3, igual a 3,
4072060	4075260	então, tipo, ele vai conferir, se o resultado foi que 3, que ele vai fazer.
4076060	4079020	Ele, aí sim, vai somar 1 na contagem do 3.
4079020	4081100	Não vai o que a gente tinha, seálisa o conser.
4081100	4085340	Mas se o objeto não foi 3, foi 2, ele nem vai rodar o que está embaixo.
4086220	4088220	E ele já vai para a próxima,
4089180	4090700	e para o próximo nome da lista,
4090700	4092540	que a gente vai ter ando sobre.
4092540	4095100	Então, ele só vai rodar daqui para baixo.
4095100	4096700	Se o resultado foi 3,
4097740	4099580	e aqui, o que eu posso fazer?
4099580	4102460	Eu tenho a contagem. Quando a minha contagem foi 2,
4102460	4103740	aí sim, que eu vou quebrar.
4105420	4107580	E o que eu quero é contagem geral.
4107980	4111020	Então, aqui eu tenho contagem 3, e eu vou ter a contagem geral.
4111020	4112300	Porque, quantas vezes,
4113820	4116780	o primeiro tem que definir a gente está, de novo.
4118540	4125100	E agora sim, olha, então, olha, aqui, a contagem geral,
4125100	4126540	que não falei, ela vai rodar e me treinhe,
4126540	4128540	acho que eu quero coisa, porque não tenho um e-f.
4128860	4131340	E aqui, a soma da nossa contagem 3,
4131340	4132940	ela só vai rodar quando restado,
4132940	4134140	foto apremente 3.
4135580	4137420	E quando ela atingiu 2,
4137420	4139020	porque ela vai começar a nos her, lembre?
4139020	4141340	Vai atingir zero, aqui ela foi para 1.
4141340	4145180	E aqui, ela vai atingir 2.
4145180	4148220	E aí sim, nosso loop vai quebrar.
4148220	4155260	Algum adulto, pessoal, até agora, tranquilo.
4159900	4163500	E aí, depois de ver, pessoal, a gente está fazendo alguns exercícios,
4163500	4165500	tem mais complexos do que eu projeto.
4165500	4170260	E aí, né, esse sim, chegando o casque, eu também sempre falo que o pai
4170260	4173100	estão em eleção, uma ferramenta, porque a gente vai desenvolver
4173100	4174540	que é a análise de sensibilatos.
4174540	4177340	Então, não se assustem com a ferramenta,
4177340	4181340	tem muita documentação, tem muita funda de ajuda,
4181340	4183740	eu acho que a parte mais difícil,
4183740	4186140	meses trabalha com dados, é quando a gente bota uma massa,
4186140	4188540	e tenta realmente criar a valor com os dados.
4188540	4190140	Pai, então, ele é uma ferramenta.
4190140	4195180	Ele é difícil, principalmente, depender do seu histórico pessoal,
4195180	4198620	se você não teve me contato com nenhuma linguagem pro graça antes.
4198620	4201100	Então, pode estar assim do meio primeiro passo,
4201100	4204220	mas no geral, não é para ser difícil,
4204220	4205740	então, ele é dentro do que existe,
4205740	4207740	em uma linguagem pro graça, ele é mais fácil.
4207740	4209820	E, até bem, se dá uma unidade,
4209820	4211820	tudo que a gente faz é simplificar as coisas, né?
4211820	4215340	Então, as linguagens mais antigos, igual a a gente falou no abenar a passar,
4215340	4216860	era mais complexos.
4216860	4219820	Hoje elas estão simplificados, então, se tornando cada vez mais simples,
4219820	4224460	eu peito, ele traz essa ideia para a gente tentar conversar com o código,
4224460	4228220	então, essa sintaxis do rif, do brique, do é,
4228220	4232380	porque ninguém eu iria, mas ele já dá uma lógica para a gente
4232380	4236860	entender ele e conversar com ele em uma forma simples do que em outras linguagens.
4238220	4241660	Então, beleza, vamos aqui para o exercício 8.
4241660	4244700	E agora, aqui, aparece primeiro.
4244700	4246300	O 3 ou 2.
4246300	4248220	E aí, mesmo a lógica, agora ele peiu,
4248220	4250060	estou aqui, aparece primeiro, 3 ou 2.
4250060	4252780	Antes, a gente tem o que acontece do 3,
4252780	4256940	e acontece geral, agora a gente vai ter que ter a acontece do 2 também,
4256940	4259660	porque a gente quer meio entre o 3 ou 2,
4259740	4262220	quem chega primeiro 2 vezes.
4263100	4265100	Então, beleza, vamos caminhar de novo,
4265100	4267420	na nossa registração para cada resultado,
4267420	4269100	em resultados,
4269100	4271900	contagirá o depenegituro.
4273100	4276380	Se o resultado for 2, a gente vai somar na contagem do 2.
4276380	4280940	Se ele não for 2, que tem vai fazer, ele vai continuar rodando o código.
4280940	4285260	Se for 3, que ele vai ser a esse írima, vai somar na contagem do 3.
4285260	4287500	Então,
4287500	4288620	não pensei agredo, né?
4288620	4291900	Se for 2, ele vai rodar aqui, somar no 2,
4291900	4292940	e já vai para cima.
4292940	4296540	Se for 3, ele não vai ter rodado no 2,
4296540	4297900	ele vai ter continuar rodando aqui,
4297900	4299740	e vai somar no 3.
4300140	4301260	Agora,
4301260	4305260	olha que legal, se a contagem do 2, foi igual a 2,
4305260	4311340	eu vou pintar o número 2, aparece primeiro 2 vezes após a contagem geral.
4311340	4313580	E jogadas, se chama no print formatado,
4313580	4315500	e depois do o break.
4315500	4318060	Se não a contagem geral do 2, não for o primeiro,
4318060	4319660	isso aqui nem vai acontecer,
4319660	4321820	porque isso aqui vai acontecer antes.
4321820	4324380	A contagem do 3 vai ser igual a 2.
4324380	4325420	E o que acontece?
4325420	4327580	Pra cada interação, ele confere.
4327580	4329820	Ele confere. A contagem do 2 chegou no 2,
4329820	4330540	não.
4330540	4331420	Vai.
4331420	4333100	Contagem do 3 chegou no 2, não.
4333100	4335660	Aí, se ele vai para a sua interação,
4335660	4337100	ele vai conferir
4337100	4338940	um todo isso.
4338940	4339660	Por quê?
4339660	4341340	Isso aqui também é do 4.
4341340	4343180	Mas, por ano,
4343180	4344940	essa aconteceu que fosse a desfeita.
4344940	4346460	A gente se formar na contagem,
4346460	4349420	e essa contagem chegar aqui na parte do confé.
4349420	4351420	E foi igual a 2.
4351420	4353740	Aí sim, ele vai dar rodal break,
4353740	4356460	e vai quebrar o nosso loop.
4356460	4358060	Com a contagem geral,
4358060	4361340	que é o que a gente quer levar aqui no print.
4361340	4363100	Então aqui, olha, que legal.
4363100	4364220	Que aconteceu?
4364220	4365820	O número 2 aparece primeiro 2,
4365820	4367340	vezes após da jogada.
4367340	4369740	Então, ele nem chegou
4369740	4371740	aqui na contagem do 3,
4371740	4373020	igual a 2,
4373020	4376380	porque quem chegou antes foi o 2.
4379340	4380860	E agora,
4380860	4383260	mais complexo ainda,
4383260	4385020	de todos os números,
4385020	4389180	qual aparece primeiro pelo segundo mês?
4389180	4391660	Então, a gente fez a contagem do 2,
4391660	4392860	a gente fez a contagem do 3,
4392860	4394460	a gente fez a contagem geral.
4394460	4395820	Agora, de todos os números,
4395820	4398140	que a gente vai ter que fazer.
4399420	4401260	A gente vai ter que contar tudo.
4401340	4405500	Aí o pessoal em o inglês de uma dúvida aqui,
4405500	4407900	a cabeça é confuso pra mim.
4407900	4411420	E aí realmente a surgir que chegou aqui no meio do equinar,
4411420	4412700	é melhor depencher,
4412700	4413980	via gravação depois,
4413980	4414620	lá do começo,
4414620	4416860	porque a gente foi realmente construindo uma lógica aqui.
4416860	4419180	Imagina o mesmo que a gente chegou agora,
4419180	4421420	deve estar um pouquinho a sustar.
4421420	4422380	Mas não os preocupam,
4422380	4425820	a gente começou lá do começo de como definir um número no país.
4425820	4428060	Então, talvez para nós,
4428060	4429900	só se você está mesmo escança,
4429900	4430940	vai fazer outra coisa,
4430940	4432380	vai bem-prender fazer esses,
4432380	4434540	e depois de gravação,
4434540	4437900	talvez seja melhor forma do que tentar ficar aqui batendo.
4437900	4439260	É melhor voltar lá do começo,
4439260	4440540	ou ver do começo da aula,
4440540	4441580	e pegar o início,
4441580	4445260	porque a gente vai construir os pouquinhos esse conhecimento.
4445260	4448460	E depois, o mesmo vai para tudo mundo.
4448460	4450060	Para ver a lógica dos esses,
4450060	4451660	de a gravação de novo,
4451660	4453340	vai ser profundando,
4453340	4454460	entendeu?
4454460	4456380	Tire um tempo também para ver as gravações,
4456380	4457660	é muito legal.
4457660	4461100	Depois que a gente está fazendo segunda-feira,
4461100	4462300	na terça pela manhã,
4462300	4463500	se possível,
4463500	4464700	pegar o link,
4464700	4465980	dar bem molhada,
4465980	4468620	então também não precisa ser inteperal,
4468620	4470940	é muito bom ter a passupação de vocês,
4470940	4473580	mas tentar criar essa rotina de hipônia.
4473580	4474140	No dia seguinte,
4474140	4475340	a web na atentava,
4475340	4476620	vou tentar ver.
4476620	4478780	E às vezes,
4478780	4480700	nas partes que não teve a compreensão,
4480700	4482300	perfeita, voltar.
4482300	4482860	E assim,
4482860	4486300	acho que fica melhor para pegar a compreensão.
4486940	4488380	Então, beleza, agora,
4488380	4490380	que nós falamos, vai ter que contar tudo,
4490380	4492380	então, a gente não vai ter que contar
4492380	4493820	só o dois ou três,
4493820	4495820	a gente vai ter que contar tudo.
4497180	4498620	E aqui,
4498620	4500860	a primeira segunda corência,
4500860	4502220	a gente vai definir como nono.
4503580	4505900	E a gente vai ter que botar
4505900	4507340	o ímice da segunda corência,
4507340	4509020	então também ele vai começar como nono.
4509020	4512140	Aqui, lembra em das inicializações que a gente fez antes,
4512140	4512860	mesmo a coisa.
4513820	4515020	Só pode botar a aera,
4515020	4516140	pode botar nono,
4516140	4516940	é diferente.
4516940	4517980	Estou está iniciando,
4517980	4519580	está criando a variada.
4520780	4523020	E para valores passados e contagens,
4523020	4524380	vão ser listas,
4524380	4525980	que é valores passados.
4525980	4527260	Quais valores,
4527260	4530300	a gente passou já na nossa contagem.
4531340	4533500	E contagens vão ser uma lista
4533500	4534700	com todas as contagens.
4536780	4539260	Aqui, pessoal, já não funciona mais avançada,
4539260	4540700	que eu vou trazer aqui para vocês,
4541260	4542300	que é em numeroche.
4543580	4545740	A em numeroche também não é mais,
4545740	4547100	mas que ela faz é,
4547100	4548140	ela queria,
4550700	4551740	vou voltar para a gente tá,
4558220	4559420	a gente vai ter que ser,
4559420	4560540	mesmo vende.
4571660	4572780	Ela faz,
4572780	4574780	ela queria uma estrutura de dicionário,
4577180	4578460	para uma lista,
4578460	4579420	criando o índice.
4582140	4584060	Então, aqui é nossa lista,
4584060	4585420	resultados, lembra?
4585420	4587580	3,5,2,
4587580	4588460	tudo o que ela faz?
4589500	4590300	Ela enumeraria,
4590300	4591100	ela enumeraria,
4591100	4591580	e, trameixia,
4591580	4592460	não merece.
4592460	4594460	Ela começa a que acontece no zero,
4595340	4597340	vai até o 29,
4597340	4599020	porque são 30,
4599020	4600780	então, temos a nossa lista,
4600780	4602620	e, para cada um deles,
4602620	4603260	ele diz,
4603260	4603580	ele queria um,
4603580	4604780	mas na escamagem de cria um índice.
4604780	4605580	Então,
4659020	4660780	agora eu vou voltar,
4662780	4664780	o uso um fechou que só faz um,
4664780	4666780	sabe, eu chate no,
4668140	4669020	então,
4669020	4671260	aqui, agora a gente não era um número,
4672460	4675740	se o valor tiver na lista de valores passados,
4676860	4678860	o índice vai ser,
4679500	4680700	justamente,
4680700	4681500	ele,
4682540	4683740	então, que eu vou acontecer,
4684540	4687740	se o valor já tiver passado por aqui,
4689100	4690860	a gente vai pegar o índice dele,
4690860	4693100	e vai adicionar nas contagens,
4693580	4695180	e vai continuar aprendendo aqui.
4697020	4697900	Se,
4697900	4698940	as contas,
4698940	4700060	nós estamos no teu bô,
4700060	4701340	porque o caíntolo voltou,
4701580	4703820	deixou brigado pessoal,
4703820	4704620	foi bom.
4714860	4715660	Agora, assim,
4716620	4717660	então,
4717660	4717980	primeiro,
4717980	4719260	vou executar aqui na verdade,
4719260	4720060	vai ser mais fácil,
4720060	4721020	para a gente,
4721020	4722140	e vai ver a visualização,
4722140	4723500	onde vai ver o resultado de juntos,
4723500	4724860	e ele vai ficar mais fácil.
4726540	4727500	Beleza,
4727500	4728860	aqui,
4728860	4729900	que a gente falou,
4731100	4734860	a gente vai pegar o índice,
4734860	4736700	e verificar se esse índice já existe,
4736700	4738140	a nossa lista de valores passados,
4738780	4740380	e o que é esse índice?
4740860	4741900	Ele vai ser,
4741900	4742940	a compagem,
4743660	4744700	então vai ser aqui,
4744700	4745420	por exemplo,
4745420	4746780	esse vai ser a compagem,
4746780	4747180	num,
4747180	4748140	contagem do 2,
4748140	4748780	contagem 3,
4748780	4749740	contagem do 4,
4751260	4751820	e aí,
4751820	4752460	por ordem,
4753340	4753820	então,
4754700	4755420	contagens,
4755420	4756060	vamos,
4756060	4758460	se o valor já existe em valores passados,
4758460	4759100	no começo,
4759100	4760060	não vai existir ninguém,
4761020	4762220	pegulhense dele,
4765580	4765900	aqui,
4765900	4766460	no começo,
4766460	4766940	então,
4766940	4767980	vamos fazer a problema,
4767980	4768300	no começo,
4768300	4769420	não vai existir ninguém,
4769420	4770300	e vai esse,
4770300	4771980	em primeiro a nossa lista de contagens,
4772940	4773660	e o valor,
4774220	4775260	o valor da primeira,
4777500	4778460	da primeira está,
4778460	4778780	3,
4780140	4780780	não beleza,
4784860	4785980	e o que ele vai fazer?
4785980	4787420	Ele vai pegar esse valor,
4788620	4789260	que a gente viu que
4789260	4790620	o 3 que a nossa primeira valor,
4790620	4791660	e vai jogar,
4791660	4793260	dentro da lista de valores passados,
4794700	4796620	e a mesma coisa de contagens,
4797260	4798460	vai começar por um.
4799740	4801020	Agora, a gente já tem um valor,
4801980	4802540	então,
4802540	4804140	nós, primeiro, valor foi o 3,
4804140	4805820	então, ele começa a contagem do 3.
4807580	4808380	Segundo o valor,
4808380	4809020	como é, ser,
4809020	4809420	eu sei,
4809420	4811980	isso é que o 6 já está dentro do
4811980	4813340	valores passados,
4813340	4813580	não,
4814460	4816300	aí ele vai começar a nova contagem,
4816300	4816700	por 6.
4819420	4820380	Eu vou copiar aqui,
4820380	4821260	que vai ficar mais fácil,
4821260	4822140	a gente tem esse funcionário,
4823340	4824460	na nossa frente aqui.
4831980	4833580	Que, agora sim,
4835820	4836060	então,
4836060	4836700	então,
4836700	4837100	então,
4837100	4837500	o que olha,
4837500	4838300	ele começou na 3,
4839820	4840700	ele foi o processo,
4841340	4843180	ele começou a contagem do 3,
4843180	4843340	um,
4846140	4846860	então, ele vê aqui,
4846860	4848060	contagens,
4848060	4849100	para o 3,
4849100	4851580	que é o nosso primeiro número encontrado,
4851580	4852220	vai ser um.
4854380	4856140	E ele printa as contagens,
4856140	4856940	e o valor,
